LINEA;GRUPO;DETALLE;CODIGO;SOCOFAR;STOCK;COSTO;PNETO;PRECIO;VALORIZADO
PRATER LAB. S.A.;0029 ANTIALERGICOS;LEVORIGOTAX JBE.100ML.;111192;264327;2;4350;7983;9.500;8.700
PRATER LAB. S.A.;0029 ANTIALERGICOS;NEO-ALLEDRYL JBE. X 60 ML;111169;0;2;2225;3866;4.600;4.450
PRATER LAB. S.A.;0029 ANTIALERGICOS;NEO-ALLEDRYL X 30COMP.;111168;0;1;1490;3529;4.200;1.490
PRATER LAB. S.A.;0029 ANTIALERGICOS;RIGOTAX 10MG. X 10COMP.;111128;111128;1;2760;4118;4.900;2.760
PRATER LAB. S.A.;0029 ANTIALERGICOS;RIGOTAX D X 30 CAP.;111188;111153;2;5977;9118;10.850;11.954
PRATER LAB. S.A.;0029 ANTIALERGICOS;RIGOTAX GOTAS 15ML.;111131;111125;1;4088;7311;8.700;4.088
PRATER LAB. S.A.;0029 ANTIALERGICOS;RIGOTAX SOL.5mg./5ml.60ml;111126;111126;2;4133;6303;7.500;8.266
PRATER LAB. S.A.;0029 ANTIALERGICOS;RIGOTAX-D  X 10 CAP;111214;111152;2;3427;6050;7.200;6.854
PRATER LAB. S.A.;0032 ANTITUSIVOS;AVIATUS JARABE 120ML;111216;270911;3;3195;6303;7.500;9.585
PRATER LAB. S.A.;0040 ANALG GENERAL;DOLOMERPAL X 20CAP.;111223;0;2;7000;11134;13.250;14.000
PRATER LAB. S.A.;0040 ANALG GENERAL;MERPAL D.A.L. SUS. ORAL 1.8/ML X 120ML;111226;0;2;4800;7731;9.200;9.600
PRATER LAB. S.A.;0040 ANALG GENERAL;MERPAL GOTAS 20ml.;111070;111118;4;2358;4874;5.800;9.432
PRATER LAB. S.A.;0040 ANALG GENERAL;PROMERPAL 140MG X 10 CAPS.;111194;265086;5;2210;4622;5.500;11.050
PRATER LAB. S.A.;0044 ANALG TOPICOS;MERPAL GEL 60GRS;111219;0;2;2616;4706;5.600;5.232
PRATER LAB. S.A.;0044 ANALG TOPICOS;MERPAL SOL.TOPICA 110ML;111156;255151;1;3750;5546;6.600;3.750
PRATER LAB. S.A.;0044 ANALG TOPICOS;PAINPAC GELTOP 5% 60GR (IBUPROFENO);111233;0;3;1832;3277;3.900;5.496
PRATER LAB. S.A.;0057 ANTIPRURIGINOSOS;CARIAMYL CR.20GR;111158;111099;3;1767;3529;4.200;5.301
PRATER LAB. S.A.;0059 ANTISEPTICO BUCOFARINGEO;CLARAGINE 16COMP;111090;111092;9;1073;2101;2.500;9.657
PRATER LAB. S.A.;0062 CICATRIZANTES;ESCAR-T CENTE./ASIAT.20GR (OCT.);111030;111102;2;5290;8319;9.900;10.580
PRATER LAB. S.A.;0071 ENDULZANTES;NATURALIST STEVIA 270ML;111201;264842;5;1906;2689;3.200;9.530
PRATER LAB. S.A.;0098 ACCESORIOS MEDICOS;LIFESTIYLE NUDA *12;111121;111121;11;2940;6597;7.850;32.340
PRATER LAB. S.A.;0098 ACCESORIOS MEDICOS;LIFESTYLE  X 3 ROUGH RIDER;111132;111055;8;1099;2731;3.250;8.792
PRATER LAB. S.A.;0098 ACCESORIOS MEDICOS;LIFESTYLE CLIMAX  CONT.X 3;111137;111158;5;1653;2731;3.250;8.265
PRATER LAB. S.A.;0098 ACCESORIOS MEDICOS;LIFESTYLE FORTE X 12;111209;111120;3;4342;6471;7.700;13.026
PRATER LAB. S.A.;0098 ACCESORIOS MEDICOS;LIFESTYLE SKYN EXT. LUB. X 3;111205;271267;1;2171;3571;4.250;2.171
PRATER LAB. S.A.;0098 ACCESORIOS MEDICOS;LIFESTYLE SKYN IN. FEEL X3;111203;271268;7;2231;3571;4.250;15.617
PRATER LAB. S.A.;0098 ACCESORIOS MEDICOS;LIFESTYLE SKYN LARGO X3;111204;271270;12;2301;3277;3.900;27.612
PRATER LAB. S.A.;0098 ACCESORIOS MEDICOS;LIFESTYLES  STIMULA  PRES.X 3;111005;111054;11;1031;2731;3.250;11.341
PRATER LAB. S.A.;0098 ACCESORIOS MEDICOS;LIFESTYLES FORTE X3;111004;111056;8;1546;2689;3.200;12.368
PRATER LAB. S.A.;0098 ACCESORIOS MEDICOS;LIFESTYLES LARGE X 3;111139;111144;9;1661;3109;3.700;14.949
PRATER LAB. S.A.;0098 ACCESORIOS MEDICOS;LIFESTYLES ROUGH RID.*12;111122;111122;17;3430;6471;7.700;58.310
PRATER LAB. S.A.;0098 ACCESORIOS MEDICOS;LIFESTYLES SKYN ORIG. X 6 S/LATEX;111237;0;4;2990;4185;4.980;11.960
PRATER LAB. S.A.;0098 ACCESORIOS MEDICOS;LIFESTYLES STIMULA *12;111123;111123;11;3070;5798;6.900;33.770
PRATER LAB. S.A.;0098 ACCESORIOS MEDICOS;LIFESTYLES X 3sabores;111010;111142;7;2000;3613;4.300;14.000
PRATER LAB. S.A.;0098 ACCESORIOS MEDICOS;LIFESTYLES X NUDA;111134;111053;9;1081;2731;3.250;9.729
PRATER LAB. S.A.;0113 LUBRICANTES INTIMOS;BENTLEY GEL FRUTILLA 50GRS;111200;273494;4;2024;4118;4.900;8.096
PRATER LAB. S.A.;0113 LUBRICANTES INTIMOS;BENTLEY GEL LUBRIC.50ML.;111143;111139;3;1650;4193;4.990;4.950
PRATER LAB. S.A.;0158 SUPLEMENTOS DIETARIOS;INFOR PRO3 COM. REC X 30;111210;261758;2;3803;7353;8.750;7.606
PRATER PERF;0071 ENDULZANTES;ENDOLCE TAB. STEVIA X 500;809068;0;2;1162;2773;3.300;2.324
PRATER PERF;0098 ACCESORIOS MEDICOS;LIFESTYLES ORGAMAX X 3UN;809069;0;6;1698;2773;3.300;10.188
PRATER PERF;0185 FRAGANCIA MASCULINA;EMINENCE BLUE 50ML;809050;251844;2;4330;6050;7.200;8.660
PROCTER GAMBLE CHILE;;OLD SPICE STK LEÑA 50GRS;102985;276820;5;1991;2941;3.500;9.955
PROCTER GAMBLE CHILE;;PANTENE CREMA PEINAR RESTAURACION 300ML;102953;260055;2;2567;4118;4.900;5.134
PROCTER GAMBLE CHILE;0160 SHAMPOO CAPILAR;PANTE. ESP. RIZOS DEF. 227 GRS.;102810;253550;5;3055;5462;6.500;15.275
PROCTER GAMBLE CHILE;0160 SHAMPOO CAPILAR;PANTE. SH. BRILLO EXTRA 400ML;102636;255237;4;1960;3361;4.000;7.840
PROCTER GAMBLE CHILE;0160 SHAMPOO CAPILAR;PANTE. SH. HIDRATACIÓN EXTREMA 400ML.;102923;268585;2;2428;3487;4.150;4.856
PROCTER GAMBLE CHILE;0160 SHAMPOO CAPILAR;PANTE. SH. LISO EXTREMO 400ML;102012;102451;3;2288;3445;4.100;6.864
PROCTER GAMBLE CHILE;0160 SHAMPOO CAPILAR;PANTE. SH. RIZOS HIDRT. 400ML.;102041;102453;15;2306;3361;4.000;34.590
PROCTER GAMBLE CHILE;0160 SHAMPOO CAPILAR;PANTENE SH. RESTAURACION 400ML;102767;260931;2;2335;3361;4.000;4.670
PROCTER GAMBLE CHILE;0161 BALSAMO/ACOND.CAPILAR;PANTE. AC. BRILLO EXTRA 400ML;102635;255238;3;1900;3361;4.000;5.700
PROCTER GAMBLE CHILE;0161 BALSAMO/ACOND.CAPILAR;PANTE. AC. HIDRATA EXT400ML;102919;268609;4;2327;3487;4.150;9.308
PROCTER GAMBLE CHILE;0161 BALSAMO/ACOND.CAPILAR;PANTE. AC. LISO EXTREMO 400ML.;102438;102443;8;2190;3361;4.000;17.520
PROCTER GAMBLE CHILE;0161 BALSAMO/ACOND.CAPILAR;PANTE. AC. RESTAURACION 400ML;102772;260932;5;1800;3361;4.000;9.000
PROCTER GAMBLE CHILE;0161 BALSAMO/ACOND.CAPILAR;PANTE. AC. RIZOS DEFINIDOS 400ML;102052;102445;2;1985;3361;4.000;3.970
PROCTER GAMBLE CHILE;0162 DESODORANTES CORPORALES;O/SPICE DES. SP. S/TIME;102857;268582;4;1732;2773;3.300;6.928
PROCTER GAMBLE CHILE;0162 DESODORANTES CORPORALES;OLD SP. DEO PURE SPORT.150M;102504;274176;5;1732;2773;3.300;8.660
PROCTER GAMBLE CHILE;0162 DESODORANTES CORPORALES;OLD SP.DEO STK. VIP 50 GRS;102678;254641;6;1843;2647;3.150;11.058
PROCTER GAMBLE CHILE;0162 DESODORANTES CORPORALES;OLD SPI. DEO STICK PURE SPORT 60GR;102669;102419;4;1947;2647;3.150;7.788
PROCTER GAMBLE CHILE;0162 DESODORANTES CORPORALES;OLD SPICE DEO SP WOLFTHORN 152ML;102932;274375;4;1732;2773;3.300;6.928
PROCTER GAMBLE CHILE;0162 DESODORANTES CORPORALES;OLD SPICE DEO STICK  WOLFTHORN  50GRS.;102928;260789;1;1991;2689;3.200;1.991
PROCTER GAMBLE CHILE;0162 DESODORANTES CORPORALES;OLD SPICE DES. SP VIP 150ML.;102851;274171;6;1727;2773;3.300;10.362
PROCTER GAMBLE CHILE;0162 DESODORANTES CORPORALES;OLD SPICE DES. STK SHOWTIME 50GRS;102939;268098;5;1947;2647;3.150;9.735
PROCTER GAMBLE CHILE;0162 DESODORANTES CORPORALES;OLD SPICE SUDOR DEF. BARRA X 50GR;102990;271651;4;1991;3277;3.900;7.964
PROCTER GAMBLE CHILE;0162 DESODORANTES CORPORALES;OLD.SP.BODY SP.FRESH 150ML.;102517;274374;8;1836;2773;3.300;14.688
PROCTER GAMBLE CHILE;0189 PAÑALES INFANTIL;PAMPERS CONFORT SEC XXG X 16;102992;288059;8;2997;4118;4.900;23.976
PROCTER GAMBLE CHILE;0190 PROTECCION FEMENINA;ALWAYS U/FINA C/A X 10;102579;286050;9;1264;1849;2.200;11.376
PROCTER GAMBLE CHILE;0190 PROTECCION FEMENINA;ALWAYS U/FINA NOCT C/A X 8;102575;102292;3;990;1681;2.000;2.970
PROCTER GAMBLE CHILE;0190 PROTECCION FEMENINA;NATURELA.P.DIAR.NATUR. X 80UN;102713;253301;5;2284;3067;3.650;11.420
PROD.FARMA7;;ORAL B PRO CEPILLO 425 2 X 1;145075;0;1;1350;2815;3.350;1.350
PROD.GMO.HARDING;0045 ANESTESICOS LOCALES;CLORURO ETILO 100Gml.spra;83004;0;6;8071;11345;13.500;48.426
PRODESA;;PARA TI U/FINA C/ALAS X8;840040;279168;20;806;1176;1.400;16.120
PRODESA;;PARA TI U/FINA NOCT. C/ALAS X8;840041;279169;10;1150;1513;1.800;11.500
PRODESA;0109 PRIMEROS AUXILIOS;PARA TI APOSITO XG;840072;278592;5;2453;3782;4.500;12.265
PRODESA;0109 PRIMEROS AUXILIOS;PARATI APOSITO 20UD GDE;840042;278590;3;2158;3655;4.350;6.474
PRODESA;0189 PAÑALES INFANTIL;PROACTIVE SABANILLA  CAMA X 8;840080;0;5;3490;4748;5.650;17.450
PRODESA;0190 PROTECCION FEMENINA;FIORELLA PROTECT. X 100;840037;272000;4;856;1218;1.450;3.424
PRODUCTOS NATURALES;;ACEITE COCO ORG. X 30ML;877109;0;5;990;2017;2.400;4.950
PRODUCTOS NATURALES;;ARNICA GEL X 100GR;877156;0;2;1950;4202;5.000;3.900
PRODUCTOS NATURALES;;CLORURO D MAGNESIO 500MG  X 90CAP;877114;0;1;2490;5798;6.900;2.490
PRODUCTOS NATURALES;;COLAG. 1000MG X 60 COMP.;877053;0;2;3104;4706;5.600;6.208
PRODUCTOS NATURALES;;COLAGENO HIDRO. NARAN. X 30SOBR.;877102;0;1;6929;12521;14.900;6.929
PRODUCTOS NATURALES;;CRANBERRY X  60CAP;877115;0;9;3674;5294;6.300;33.066
PRODUCTOS NATURALES;;CREATINA PVO. X 300GR;877117;0;3;10990;15966;19.000;32.970
PRODUCTOS NATURALES;;GREEN DETOX X 60CAP;877119;0;3;1990;3782;4.500;5.970
PRODUCTOS NATURALES;;JABON DE AFRECHO 90GRS;877001;0;2;760;1261;1.500;1.520
PRODUCTOS NATURALES;;JABON DE AVENA CARACOBEL GREEN MEDICAL.;877148;0;3;990;1471;1.750;2.970
PRODUCTOS NATURALES;;JENGIBRE PVO X 150GR;877122;0;7;2520;3529;4.200;17.640
PRODUCTOS NATURALES;;L-CARNITINA 500 MG X 90 CAP. GREEN MED.;877149;0;2;4690;7101;8.450;9.380
PRODUCTOS NATURALES;;MAGNESIO QUELADO X 60CAP;877136;0;2;1471;4874;5.800;2.942
PRODUCTOS NATURALES;;MAGNESIO+CALCIO+VIT.C X 60CAP;877123;0;5;1920;2941;3.500;9.600
PRODUCTOS NATURALES;;OMEGA 3-6-9  X 30 CAP;877054;0;2;1916;3109;3.700;3.832
PRODUCTOS NATURALES;;PICOLINATO DE CROMO X 30 CAP. GREEN MED.;877151;0;4;2060;3109;3.700;8.240
PRODUCTOS NATURALES;;SAL INGLESA X 30GR;877125;0;2;279;840;1.000;558
PRODUCTOS NATURALES;;SL. ZINC CAP.15 MG.30;877089;0;3;1226;3067;3.650;3.678
PRODUCTOS NATURALES;;SL.B-COMPLEX CAP X 30;877094;0;1;2621;4034;4.800;2.621
PRODUCTOS NATURALES;;SL.CRANBER.CAP.7500MG.30;877096;0;8;2526;4118;4.900;20.208
PRODUCTOS NATURALES;;SL.FISH OIL CAP.1000MG.30;877084;0;3;2800;4202;5.000;8.400
PRODUCTOS NATURALES;;SL.MAGNESIO CAP.400 MG.30;877086;0;5;1666;2815;3.350;8.330
PRODUCTOS NATURALES;;SL.PEPA CALABAZA X 60CAP;877061;0;4;2700;4160;4.950;10.800
PRODUCTOS NATURALES;;SL.PROPOLEO COF X 180ML;877083;0;8;1200;2941;3.500;9.600
PRODUCTOS NATURALES;;SL.VIT. E 400UI X 30CAP;877090;0;11;813;2521;3.000;8.943
PRODUCTOS NATURALES;;SL.VITC.EFV.LIM.100MG.20;877091;0;11;1000;2941;3.500;11.000
PRODUCTOS NATURALES;;VINAGRE DE MANZANA X 60 CAP. GREEN MED.;877140;0;2;1600;2941;3.500;3.200
PRODUCTOS NATURALES;;VIT. C 1000 MG X 20EFER.;877093;0;1;997;2941;3.500;997
PRODUCTOS NATURALES;;VITAMINA A X 60CAP;877134;0;3;2000;3529;4.200;6.000
PRODUCTOS NATURALES;;ZINC QUELATO MICROP. X 60 CAP. GREEN. MED.;877143;0;4;1990;3025;3.600;7.960
PRODUCTOS NATURALES;0236 PROPOLEO;PROPOLEO MENTA SPRAY X 30 ML;877019;0;11;1080;2269;2.700;11.880
PRODUCTOS NATURALES;0236 PROPOLEO;PROPOLEO MIEL SPRAY X 30 ML;877020;0;26;1101;2269;2.700;28.626
PRODUCTOS NATURALES;0236 PROPOLEO;SL.PROPOLEO C SOL. 180ML;877065;0;1;1250;2521;3.000;1.250
RAFFO S.A.;;AROTEX COM. 20 MG X 30;780039;288622;3;4914;11513;13.700;14.742
RAFFO S.A.;0060 ANTIVARICOSOS;DIPEMINA 500MG X 60COMP.;780028;252390;1;14335;21849;26.000;14.335
RECALCINE;0002 ANTICONCEPTIVOS;ARLETTE 75mcg.x28;4640;4640;2;9721;13109;15.600;19.442
RECALCINE;0002 ANTICONCEPTIVOS;CICLIDON 20 CD X 28 COMP.;4909;263029;1;9685;13025;15.500;9.685
RECALCINE;0002 ANTICONCEPTIVOS;CICLIDON-20 X 21 COMP.;4084;4424;1;15015;17983;21.400;15.015
RECALCINE;0002 ANTICONCEPTIVOS;CICLOMEX -CD COM.28;4900;262450;2;10680;14798;17.610;21.360
RECALCINE;0002 ANTICONCEPTIVOS;CICLOMEX 20 X 21 GR.;4017;4394;2;11432;15294;18.200;22.864
RECALCINE;0002 ANTICONCEPTIVOS;CICLOMEX-15 X 28COMP.;4611;4611;2;11770;15084;17.950;23.540
RECALCINE;0002 ANTICONCEPTIVOS;DAL x 28com.;4452;4541;1;13180;16303;19.400;13.180
RECALCINE;0002 ANTICONCEPTIVOS;DIXI-35 X 21;4071;4443;4;14275;16387;19.500;57.100
RECALCINE;0002 ANTICONCEPTIVOS;FEMELLE 20 X 28 COMP.;4740;253541;2;13151;16176;19.250;26.302
RECALCINE;0011 HORMONOTERAPIA;CLINOMAT X 30;4782;253796;1;13672;21429;25.500;13.672
RECALCINE;0011 HORMONOTERAPIA;PRIMAQUIN 1mg.X 30comp.;4383;4398;2;9747;14034;16.700;19.494
RECALCINE;0011 HORMONOTERAPIA;PRIMAQUIN 2mgX 30comp.;4365;4365;3;9131;14286;17.000;27.393
RECALCINE;0011 HORMONOTERAPIA;PROGENDO 200MG X 30CAP;4765;253201;1;15100;19748;23.500;15.100
RECALCINE;0017 HIPNOTICOS;ZAVIANA FS 12.5MG. X 30;4874;262656;2;17490;22681;26.990;34.980
RECALCINE;0017 HIPNOTICOS;ZAVIANA FS 6.25 X 30;4963;262655;1;9590;11345;13.500;9.590
RECALCINE;0021 ANTIDIARREICOS;BIOGAIA GTAS. PROBIOT. 5ML;4814;258395;2;13117;19496;23.200;26.234
RECALCINE;0022 ANTIESPASMODICOS;VALPIN GTS.25ML.;4043;4565;1;7781;13109;15.600;7.781
RECALCINE;0023 OTROS DIGESTIVOS;LEROGIN GRA. 30;4086;4086;2;11990;18403;21.900;23.980
RECALCINE;0029 ANTIALERGICOS;PLEXUS JBE.120ML.;4059;4059;2;6790;10756;12.800;13.580
RECALCINE;0031 ANTIGRIPALES;CONGESTEX JBE.120ML.;4067;4067;2;6655;9580;11.400;13.310
RECALCINE;0032 ANTITUSIVOS;BRONCOT FTE GFT S/AZUCAR 120ML;4743;256479;2;3989;5462;6.500;7.978
RECALCINE;0032 ANTITUSIVOS;BRONCOT GFT 120ML;4766;256478;2;4089;5924;7.050;8.178
RECALCINE;0032 ANTITUSIVOS;BRONCOT GTS.7,5MG/ML. 30M;4081;4081;2;4469;7983;9.500;8.938
RECALCINE;0032 ANTITUSIVOS;FLEMEX JAT FTE.120ml.JBE;4238;4583;2;9920;13361;15.900;19.840
RECALCINE;0032 ANTITUSIVOS;FLEMEX JAT JBE.;4092;4092;1;8785;11849;14.100;8.785
RECALCINE;0032 ANTITUSIVOS;NONTOX SUSP. ORAL 60MG/10ML. 120ML.;4924;260600;1;5590;9832;11.700;5.590
RECALCINE;0040 ANALG GENERAL;TERMO-NIOFEN SUSP.120ML;4808;256278;2;5421;11092;13.200;10.842
RECALCINE;0040 ANALG GENERAL;WINASORB GTS.25ML.;4960;4615;2;2807;4622;5.500;5.614
RECALCINE;0040 ANALG GENERAL;WINASORB JBE.150MG. 60ML.;4961;4508;3;3234;5714;6.800;9.702
RECALCINE;0048 ANTIEMETICO;PLURIAMIN  30 COMP;4869;262565;2;10797;15882;18.900;21.594
RECALCINE;0086 RELAJANTE MUSCULAR;CALMOSEDAN X 30comp.;4444;4553;2;9589;12185;14.500;19.178
RECALCINE;0086 RELAJANTE MUSCULAR;TENSODOX 10mg X 10comp.;4434;4550;2;5450;7983;9.500;10.900
RECALCINE DIV K2;;DUREX CLIMAX  X 3UN;883052;0;8;1566;2689;3.200;12.528
RECALCINE DIV K2;;DUREX JEANS X  3 UNIDADES;883053;0;3;998;2521;3.000;2.994
RECALCINE DIV K2;;NEFERSIL B X 10 COMPR;883051;0;3;4390;8151;9.700;13.170
RECALCINE DIV K2;0040 ANALG GENERAL;NIOFEN FORTE SUSP.120ml.;883017;4397;2;3318;7479;8.900;6.636
RECALCINE DIV K2;0098 ACCESORIOS MEDICOS;DUREX  X 3 MAX PLACER;883046;0;4;1183;2689;3.200;4.732
RECALCINE DIV K2;0098 ACCESORIOS MEDICOS;DUREX X 3 CLASICO;883045;0;7;1041;2479;2.950;7.287
RECALCINE DIV K2;0098 ACCESORIOS MEDICOS;DUREX X 3 SENS DELGADO;883047;0;7;1148;2521;3.000;8.036
RECETARIO;;BISMUTO SUBNITRATO 1 GR.  VITAFARMA;666348;0;8;400;630;750;3.200
RECETARIO;;VASELINA BLANCA 50GRS;666346;0;12;940;2101;2.500;11.280
RECETARIO;0107 FRACCIONADOS;CLORURO MAGNESIO 30GR;666018;0;7;534;1849;2.200;3.738
RECETARIO;0233 RECETARIO FARMACIA;ANIS ESTRELLA 5GR;666005;0;19;368;756;900;6.992
RECETARIO;0233 RECETARIO FARMACIA;BICARBONATO 100GR;666008;0;1;646;1261;1.500;646
RECETARIO;0233 RECETARIO FARMACIA;BICARBONATO 250GR;666009;0;10;791;2101;2.500;7.910
RECKITT & COLMAN;;DUREX REAL FEEL 3 UN;69054;0;4;1552;2731;3.250;6.208
RECKITT & COLMAN;0019 ANTIACIDOS;GAVISCON DOBLE ACCION SACHETS/10ML;69053;0;1;540;1008;1.200;540
RECKITT (VEET);0009 DIABETICOS;GAVISCON 150ML;853024;257981;2;6912;11092;13.200;13.824
RECKITT (VEET);0181 DEPILACION;VEET BANDA P/SENS 6X2;853009;254547;1;3819;5210;6.200;3.819
RECKITT (VEET);0181 DEPILACION;VEET CR.DE DUCHA P/SENSIBLE 150;853013;259932;2;5214;10336;12.300;10.428
RECKITT (VEET);0181 DEPILACION;VEET CR.DEP P/ NORMAL 100GR;853047;69039;1;3490;5420;6.450;3.490
RECKITT (VEET);0181 DEPILACION;VEET CR.DEP P/SENS 100GR;853045;69081;1;3865;5630;6.700;3.865
REUTTER;;ALCANFOR PAN x4 CALUGITAS;216007;0;49;1075;1681;2.000;52.675
REUTTER;;GASAS NO TEJIDA ESTERIL 5X5;216065;0;13;32;168;200;416
REUTTER;;GUANTES DE NITRILO T/M X 100;216071;0;5;3800;8319;9.900;19.000
REUTTER;;GUTAPERCHA IMP. 250 GRS.;216023;0;50;154;462;550;7.700
REUTTER;;URINARIO PLAST.(HOMBRE);216027;0;1;1744;2941;3.500;1.744
REUTTER;0098 ACCESORIOS MEDICOS;PERA GOMA N§ 6;216032;0;2;1495;2437;2.900;2.990
ROCHE LTDA.;;CICAPLAST BAU.B5 B/40ML;57318;0;4;6273;9454;11.250;25.092
SANAX;;BICARBONATO SODIO 250 GR PVO.;806021;0;5;1049;2143;2.550;5.245
SANAX;0155 PRIMEROS AUXILIOS;ELITE ACETONA 60ML;806009;0;10;580;1092;1.300;5.800
SANITAS(FARM.);;CEFALMIN X 20 COMP.REC.;12281;0;20;1300;2185;2.600;26.000
SANITAS(FARM.);;CORASOL D(80/12.5) X 30COM;12313;0;1;7750;11681;13.900;7.750
SANITAS(FARM.);;ENTEROL X 10SOBRES;12262;0;3;3310;7479;8.900;9.930
SANITAS(FARM.);;ENTEROL X10 CAP.;12259;0;2;3369;6639;7.900;6.738
SANITAS(FARM.);;GLUCOSAN XR 1 GR COMP.REC.VTA X 30;12297;0;3;4137;6176;7.350;12.411
SANITAS(FARM.);;GLUCOSAN XR 1GR X 60 COMREC;12302;0;3;8188;12311;14.650;24.564
SANITAS(FARM.);;GLUCOSAN XR 500 MG.COMP.REC.VTA X 30;12296;0;2;2389;3613;4.300;4.778
SANITAS(FARM.);;GLUCOSAN XR 750MG X 30COM;12300;0;1;3682;6050;7.200;3.682
SANITAS(FARM.);;PROFLORA SUS.BEBIBLE  5ML X 10 DOSIS;12284;0;3;3990;8319;9.900;11.970
SANITAS(FARM.);;PYLOBIOTIC CAPS ENV VTA X 30;12298;78000380;5;6102;10504;12.500;30.510
SANITAS(FARM.);;REPELEX CR.KIDS 80GR;12268;0;13;1941;3613;4.300;25.233
SANITAS(FARM.);;REPELEX FRESH SP X 150ML;12311;0;13;3061;4958;5.900;39.793
SANITAS(FARM.);;REPELEX SUN CR. X165 ML;12303;0;3;5290;6639;7.900;15.870
SANITAS(FARM.);;SANIGERMIN AZUFRE 1% X 100GR;12278;0;4;830;3235;3.850;3.320
SANITAS(FARM.);;SANIGERMIN CARBÓN 1% - AC.SALICILICO 0.5% X 100GR;12277;0;2;830;3235;3.850;1.660
SANITAS(FARM.);;SANIGERMIN COBRE 0.2% JABON;12291;0;3;650;2941;3.500;1.950
SANITAS(FARM.);;TALOXA(TADALAFILO) 20MG X 5LAM/BUCOD.;12304;0;2;6498;16807;20.000;12.996
SANITAS(FARM.);;VITAKRON 3 X 30 CAP;12290;0;1;4490;7143;8.500;4.490
SANITAS(FARM.);;VITAKRON H,S &N X 30CAP;12308;0;2;3990;7731;9.200;7.980
SANITAS(FARM.);;VITAKRON MUJER X 30 COM.;12279;0;1;3290;7983;9.500;3.290
SANITAS(FARM.);0029 ANTIALERGICOS;COBEFEN JBE.120ML.;12066;12147;7;4790;7983;9.500;33.530
SANITAS(FARM.);0029 ANTIALERGICOS;COBEFEN X 30 COMP.;12057;12146;3;4540;7227;8.600;13.620
SANITAS(FARM.);0031 ANTIGRIPALES;BIOGRIP FORTE X 15comp.;12163;12182;16;1735;3277;3.900;27.760
SANITAS(FARM.);0032 ANTITUSIVOS;BRONTAL  AD.JBE.100ML.;12065;12065;9;2416;6891;8.200;21.744
SANITAS(FARM.);0032 ANTITUSIVOS;BRONTAL PED.JBE.100ML.;12061;12061;14;3557;4958;5.900;49.798
SANITAS(FARM.);0032 ANTITUSIVOS;EXTOSEN JBE.100ML.;12111;12111;6;2765;5462;6.500;16.590
SANITAS(FARM.);0037 ANTIANEMICOS;FOLISANIN 5mg.X 30comp.;12155;0;4;3063;5798;6.900;12.252
SANITAS(FARM.);0037 ANTIANEMICOS;FOLISANIN COM.1MG.30;12078;12078;1;2010;4202;5.000;2.010
SANITAS(FARM.);0040 ANALG GENERAL;FLEXONO CAP.25MG.30;12023;12023;3;2000;3992;4.750;6.000
SANITAS(FARM.);0054 ANTISEPTICO URINARIO;MACROSAN 50MG. X 30 COMP.;12102;0;5;4200;6462;7.690;21.000
SANITAS(FARM.);0054 ANTISEPTICO URINARIO;MACROSAN CAP. 50MG.20;12034;12034;7;2457;5882;7.000;17.199
SANITAS(FARM.);0054 ANTISEPTICO URINARIO;MACROSAN CAP.100MG.15;12041;12041;5;3553;8319;9.900;17.765
SANITAS(FARM.);0055 ANTIJAQUECOSOS;CEFALMIN COM.X10;12069;12096;30;704;1345;1.600;21.120
SANITAS(FARM.);0057 ANTIPRURIGINOSOS (anti-picazón o Repelente Ins;REPELEX CR. 80GRS.;12239;268243;23;2040;4622;5.500;46.920
SANITAS(FARM.);0057 ANTIPRURIGINOSOS (anti-picazón o Repelente Ins;REPELEX FORTE DEET 30/ 165ML;12255;277359;7;2908;6639;7.900;20.356
SANITAS(FARM.);0057 ANTIPRURIGINOSOS (anti-picazón o Repelente Ins;REPELEX NF.SP.TOP 165ML;12228;262881;15;1997;5000;5.950;29.955
SANITAS(FARM.);0080 DERMO OTROS;SANIGERMIN JAB.90GR.;12107;12107;5;857;1513;1.800;4.285
SANOFI-AVENTIS;;BISOLVON JBE INF 4 MG/5ML X 125 ML NUEVO;32404;0;10;2680;5000;5.950;26.800
SANOFI-AVENTIS;;BUSCAPINA GTS X 10ML;32405;0;1;4279;6471;7.700;4.279
SANOFI-AVENTIS;;DULCOLAX GTS X 15ML;32406;0;2;3984;5882;7.000;7.968
SANOFI-AVENTIS;;DULCOLAX PERLAS X 30 CAP.;32395;0;2;5243;7731;9.200;10.486
SANOFI-AVENTIS;;STREPFEN MIEL-LIMON X 8COM;32403;0;7;1917;3571;4.250;13.419
SANOFI-AVENTIS;0029 ANTIALERGICOS;ALLEGRA SUS 30MG/5ML 150ML;32327;258076;1;7350;12857;15.300;7.350
SANOFI-AVENTIS;0032 ANTITUSIVOS;BISOLVON FTE. (ADULTO) JBE.120ML.;32377;78112;2;2850;5042;6.000;5.700
SANOFI-AVENTIS;0080 DERMO OTROS;LACTACYD FEMI JAB.LIQ. 200;32316;275868;2;2840;5294;6.300;5.680
SAVAL;;TELLMI-D 40/12.5 X 30COM;6593;0;2;13822;18403;21.900;27.644
SAVAL;;TELLMI-D 80/12.5MG X 30COM;6592;0;2;13896;20084;23.900;27.792
SAVAL;;VALAX -D;6596;0;1;10592;13235;15.750;10.592
